player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Jordan McCloud,101058,QB,TEXAS ST,1,-9.74,0,30,314,88.9,18,21,12.8,2.5,2,3,13.6,76.2,16,10,0.0,23,76.7,0,14,,,,,69.4,92.8,74.5,,93.2,,62.5,,,1,1,24,10.0,137.4,4.3,1,1,0,0,4,1,4.2,276,13.1,92.9,14,15,9.3,2.2,1,2,12.5,86.7,13,4,0.0,16,53.3,0,10,,,,,68.9,93.3,73.7,,93.3,,65.9,,,0,0,17,25.0,158.3,6.3,1,0,0,0,3,0,0.0,188,12.5,90.9,11,13,7.8,2.34,1,1,7.1,76.9,10,7,0.0,14,46.7,0,6,,,,,66.4,75.0,71.4,,77.8,,57.3,,,1,1,15,0.0,106.9,0.0,0,1,0,0,1,1,6.7,147,11.3,0,100.0,7,7,-2.1,1.47,0,0,0.0,100.0,7,1,0.0,7,23.3,0,2,,,,,64.9,67.3,69.5,,67.0,,,,,0,0,8,0.0,101.8,0.0,0,0,0,0,0,0,0.0,59,8.4,-1.22
Kaden Anderson,127312,QB,WYOMING,1,-21.15,0,30,351,67.9,28,29,9.6,2.68,0,0,0.0,41.4,12,8,36.8,29,96.7,7,6,,,,,70.7,50.8,76.3,,50.7,,56.5,,,0,0,31,0.0,53.7,0.0,0,0,0,1,0,2,6.5,119,4.1,64.0,25,26,9.0,2.58,0,0,0.0,46.2,12,8,25.0,26,86.7,4,5,,,,,70.5,49.4,75.9,,49.0,,56.5,,,0,0,26,0.0,55.8,0.0,0,0,0,1,0,2,7.7,95,3.7,100.0,4,4,10.5,3.23,0,0,0.0,25.0,1,0,75.0,4,13.3,3,1,,,,,64.2,61.8,68.6,,61.6,,,,,0,0,6,,53.1,0.0,0,0,0,0,0,0,0.0,25,6.3,0,100.0,1,1,-2.0,2.3,0,0,0.0,100.0,1,0,0.0,1,3.3,0,0,,,,,60.3,61.1,63.6,,61.0,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,2.6
Alonza Barnett III,156710,QB,JAMES MAD,1,33.33,0,30,197,72.2,18,21,11.9,3.16,0,1,4.0,61.9,13,7,0.0,25,83.3,0,8,,,,,72.6,75.2,77.4,,71.0,,68.8,,,0,0,29,42.9,104.1,12.0,3,1,0,3,1,0,0.0,174,8.3,76.2,21,24,9.9,2.93,0,1,3.7,66.7,16,7,0.0,27,90.0,0,9,,,,,72.6,76.1,77.4,,72.1,,68.8,,,0,0,30,28.6,104.9,7.4,2,1,0,3,1,0,0.0,192,8.0,100.0,2,2,-3.5,2.23,0,0,0.0,100.0,2,1,0.0,3,10.0,0,0,,,,,63.3,60.7,67.4,,60.5,,,,,0,0,4,100.0,79.2,33.3,1,0,0,0,0,0,0.0,0,0.0,0,100.0,5,5,-2.8,1.32,0,0,0.0,100.0,5,1,0.0,5,16.7,0,1,,,,,63.8,65.5,68.1,,65.3,,,,,0,0,5,0.0,81.7,0.0,0,0,0,0,0,0,0.0,18,3.6,-8.0
Davis Bryson,160369,QB,KENNESAW,1,-18.18,0,29,200,71.4,21,23,6.9,2.77,0,2,8.0,65.2,15,11,0.0,28,96.6,0,8,,,,,71.9,65.5,76.3,,65.3,,60.9,,,0,1,30,18.2,77.6,7.1,2,3,0,2,1,1,3.3,137,6.0,71.4,21,22,6.8,2.33,0,2,8.3,68.2,15,9,0.0,26,89.7,0,7,,,,,71.9,67.9,76.2,,66.0,,63.5,,,0,1,28,22.2,78.8,7.7,2,2,0,1,1,1,3.6,125,5.7,100.0,1,2,0.0,5.97,0,0,0.0,50.0,1,2,0.0,3,10.3,0,1,,,,,62.7,50.1,66.6,,58.9,,56.3,,,0,0,3,0.0,68.8,0.0,0,1,0,1,0,0,0.0,12,6.0,0,100.0,1,1,-3.0,1.1,0,0,0.0,100.0,1,0,0.0,1,3.4,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,0.32
Tommy Ulatowski,163150,QB,KENT STATE,1,14.55,0,29,201,61.1,18,20,8.4,3.51,0,1,4.8,50.0,10,6,9.1,28,96.6,1,6,,,,,69.7,56.3,76.0,,61.3,,51.3,,,0,1,29,50.0,59.0,10.7,3,5,0,2,1,0,0.0,93,4.7,66.7,9,10,8.7,3.96,0,1,10.0,40.0,4,4,33.3,15,51.7,2,3,,,,,68.7,63.3,74.9,,68.5,,54.9,,,0,0,15,50.0,82.1,13.3,2,3,0,1,1,0,0.0,32,3.2,60.0,10,11,7.2,2.87,0,0,0.0,54.5,6,2,0.0,14,48.3,0,3,,,,,66.4,47.1,71.4,,51.1,,52.9,,,0,1,15,50.0,32.8,7.1,1,2,0,1,0,0,0.0,61,5.5,0,100.0,1,1,-1.0,1.4,0,0,0.0,0.0,0,0,100.0,1,3.4,1,0,,,,,60.3,56.0,63.6,,56.8,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,2.35
Danny O'Neil,184200,QB,S DIEGO ST,1,35.0,0,29,284,68.4,19,21,17.6,3.39,1,3,14.3,57.1,12,10,7.7,28,96.6,1,8,,,,,29.2,66.3,76.3,,75.7,,48.7,,,1,2,30,20.0,74.2,7.1,2,5,0,0,2,2,6.7,163,7.8,44.4,9,10,15.6,3.77,0,0,0.0,40.0,4,6,0.0,15,51.7,0,3,,,,,24.5,34.4,75.4,,40.4,,44.5,,,1,2,17,16.7,8.3,6.7,1,4,0,0,0,2,11.8,30,3.0,90.9,11,12,17.5,2.84,1,3,25.0,75.0,9,4,10.0,14,48.3,1,5,,,,,66.2,93.7,71.2,,93.0,,64.1,,,0,0,14,25.0,150.0,7.1,1,1,0,0,2,0,0.0,132,11.0,0,100.0,1,1,-2.0,1.4,0,0,0.0,100.0,1,0,0.0,1,3.4,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,8.0
JC French IV,162521,QB,GA SOUTHRN,1,8.77,0,29,174,68.4,19,22,10.5,3.2,0,1,3.8,59.1,13,7,0.0,23,79.3,0,8,,,,,67.9,61.5,75.6,,60.8,,,,,0,1,27,14.3,64.6,4.3,1,0,0,3,0,1,3.7,170,7.7,64.7,17,19,9.4,2.82,0,1,4.8,57.9,11,6,0.0,20,69.0,0,7,,,,,67.4,62.5,75.2,,61.7,,,,,0,1,22,16.7,60.4,5.0,1,0,0,2,0,2,9.1,146,7.7,75.0,8,9,2.8,3.18,0,0,0.0,66.7,6,2,0.0,9,31.0,0,1,,,,,65.6,49.3,70.4,,49.3,,,,,0,0,11,0.0,70.1,0.0,0,0,0,1,0,0,0.0,25,2.8,0,66.7,6,6,-3.0,1.9,0,0,0.0,66.7,4,1,0.0,6,20.7,0,0,,,,,64.2,44.0,68.6,,44.1,,,,,0,0,6,0.0,70.1,0.0,0,0,0,0,0,1,16.7,1,0.2,-4.9
Caden Veltkamp,156642,QB,W KENTUCKY,1,42.11,0,28,346,80.0,20,21,7.8,2.57,0,0,0.0,71.4,15,8,6.3,23,82.1,1,7,,,,,42.6,72.4,75.3,,71.6,,63.2,,,0,0,26,25.0,86.6,8.7,2,0,0,1,0,0,0.0,126,6.0,75.0,16,19,7.4,2.36,2,0,0.0,57.9,11,5,8.3,20,71.4,1,3,,,,,39.4,63.1,74.9,,63.3,,59.3,,,0,0,21,20.0,67.2,5.0,1,0,0,1,0,0,0.0,77,4.1,100.0,7,7,3.6,2.83,0,0,0.0,100.0,7,3,0.0,8,28.6,0,5,,,,,65.4,82.2,70.1,,77.9,,64.3,,,0,0,10,33.3,111.3,12.5,1,0,0,0,0,0,0.0,75,10.7,0,100.0,3,5,-4.3,2.1,2,0,0.0,60.0,3,0,0.0,5,17.9,0,1,,,,,63.8,59.4,68.1,,59.2,,,,,0,0,5,,73.8,0.0,0,0,0,0,0,0,0.0,26,5.2,6.66
AJ Hairston,184157,QB,UMASS,1,-24.56,0,28,216,56.5,23,24,13.1,2.87,0,1,3.7,50.0,12,4,7.7,27,96.4,1,7,,,,,69.8,70.2,75.4,,71.4,,58.5,,,1,0,30,0.0,71.7,0.0,0,3,0,0,0,0,0.0,161,6.7,66.7,18,19,11.1,2.73,0,1,4.8,57.9,11,2,8.3,22,78.6,1,5,,,,,69.4,74.4,74.9,,76.9,,58.5,,,1,0,24,0.0,77.3,0.0,0,3,0,0,0,0,0.0,123,6.5,33.3,6,6,16.5,3.12,0,0,0.0,33.3,2,2,0.0,6,21.4,0,2,,,,,64.9,55.0,69.5,,55.0,,,,,0,0,8,0.0,57.6,0.0,0,0,0,0,0,0,0.0,40,6.7,0,100.0,1,1,-2.0,1.3,0,0,0.0,100.0,1,0,0.0,1,3.6,0,0,,,,,61.8,60.9,65.5,,60.8,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,0.2
Colton Joseph,172283,QB,DOMINION,1,42.86,0,27,263,52.4,21,21,19.3,3.33,0,1,4.5,42.9,9,11,18.2,27,100.0,2,8,,,,,71.5,67.0,76.4,,57.2,,74.9,,,0,1,28,45.5,55.5,18.5,5,1,0,0,0,3,10.7,189,9.0,42.9,14,14,16.4,3.52,0,0,0.0,28.6,4,11,33.3,20,74.1,2,4,,,,,71.3,57.2,75.9,,42.1,,74.9,,,0,1,21,45.5,16.1,25.0,5,1,0,0,0,3,14.3,63,4.5,71.4,7,7,25.3,2.79,0,1,14.3,71.4,5,0,0.0,7,25.9,0,4,,,,,64.6,86.5,69.1,,85.7,,,,,0,0,7,,113.7,0.0,0,0,0,0,0,0,0.0,126,18.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,13.5
Gabarri Johnson,175905,QB,OREGON ST,1,-28.33,0,27,265,58.8,17,19,9.0,3.06,2,0,0.0,47.4,9,9,10.0,27,100.0,1,5,,,,,70.6,51.4,74.6,,43.2,,65.9,,,0,1,27,44.4,42.9,14.8,4,4,0,0,0,1,3.7,106,5.6,64.3,14,15,8.2,3.15,1,0,0.0,53.3,8,9,11.1,23,85.2,1,4,,,,,70.4,61.6,74.2,,55.1,,65.9,,,0,0,23,44.4,71.0,17.4,4,4,0,0,0,0,0.0,88,5.9,33.3,3,4,12.7,2.55,1,0,0.0,25.0,1,0,0.0,4,14.8,0,1,,,,,63.3,28.9,67.4,,29.1,,,,,0,1,4,,6.3,0.0,0,0,0,0,0,1,25.0,18,4.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-1.37
Tucker Gleason,122475,QB,TOLEDO,1,-3.79,0,26,316,61.1,18,19,13.6,2.97,0,2,10.0,47.4,9,8,18.2,22,84.6,2,6,,,,,28.5,81.5,75.6,,75.8,,71.9,,,1,0,23,12.5,80.2,4.5,1,2,0,0,1,0,0.0,96,5.1,66.7,12,12,7.7,2.82,0,0,0.0,58.3,7,6,12.5,14,53.8,1,5,,,,,25.7,77.2,74.9,,65.8,,75.3,,,0,0,15,16.7,69.1,7.1,1,1,0,0,0,0,0.0,53,4.4,70.0,10,11,13.5,2.81,0,2,18.2,54.5,6,2,14.3,12,46.2,1,3,,,,,65.8,77.5,70.7,,80.9,,57.3,,,1,0,12,0.0,109.3,0.0,0,1,0,0,1,0,0.0,83,7.5,0,100.0,4,4,-4.3,1.95,0,0,0.0,100.0,4,0,0.0,4,15.4,0,2,,,,,63.3,65.0,67.4,,64.7,,,,,0,0,4,,108.3,0.0,0,0,0,0,0,0,0.0,40,10.0,3.13
Kaidon Salter,132046,QB,LIBERTY,1,23.81,0,26,206,85.7,14,15,12.9,3.3,1,3,16.7,53.3,8,13,33.3,25,96.2,4,9,,,,,29.7,93.5,76.9,,91.9,,80.9,,,0,1,28,30.8,51.0,16.0,4,6,0,0,0,1,3.6,116,7.7,83.3,6,7,11.7,3.4,1,3,33.3,42.9,3,6,40.0,12,46.2,2,3,,,,,24.8,91.1,76.0,,91.3,,70.5,,,0,1,14,33.3,10.7,16.7,2,3,0,0,0,1,7.1,13,1.9,88.9,9,9,11.9,3.08,0,0,0.0,66.7,6,7,25.0,14,53.8,2,6,,,,,66.4,91.8,71.4,,84.9,,81.2,,,0,0,15,28.6,104.4,14.3,2,3,0,0,0,0,0.0,101,11.2,0,100.0,1,1,-3.0,1.3,0,0,0.0,100.0,1,0,0.0,1,3.8,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0,9.36
DJ Lagway,184426,QB,FLORIDA,1,0.0,0,26,163,52.0,25,25,14.2,2.45,0,3,11.5,48.0,12,11,7.7,25,96.2,1,8,,,,,69.5,55.9,11.6,,56.8,,60.8,,,0,0,26,0.0,92.6,0.0,0,0,0,0,1,3,11.5,223,8.9,55.0,20,20,12.9,2.43,0,1,4.8,50.0,10,9,9.1,20,76.9,1,5,,,,,69.2,54.3,7.8,,55.4,,60.8,,,0,0,21,0.0,91.0,0.0,0,0,0,0,1,2,9.5,147,7.4,50.0,6,6,15.8,2.48,0,2,33.3,50.0,3,2,0.0,6,23.1,0,3,,,,,64.2,62.9,68.6,,62.7,,,,,0,0,6,0.0,95.8,0.0,0,0,0,0,0,1,16.7,79,13.2,0,100.0,1,1,-2.0,2.2,0,0,0.0,100.0,1,0,0.0,1,3.8,0,0,,,,,60.3,61.1,63.6,,61.0,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,5.82
Jaylen Raynor,172203,QB,ARK STATE,1,9.52,0,25,113,64.3,14,15,8.9,2.9,1,1,5.6,53.3,8,9,11.1,23,92.0,1,6,,,,,72.9,74.6,76.8,,60.6,,76.3,,,0,0,26,44.4,70.4,17.4,4,4,0,0,0,1,3.8,86,5.7,69.2,13,14,6.8,2.7,1,0,0.0,57.1,8,7,11.1,20,80.0,1,4,,,,,72.9,64.4,76.4,,48.4,,71.8,,,0,0,20,42.9,71.1,15.0,3,3,0,0,0,1,5.0,72,5.1,66.7,3,3,9.0,3.14,0,1,16.7,66.7,2,2,0.0,5,20.0,0,2,,,,,64.9,90.0,69.5,,80.1,,69.1,,,0,0,8,50.0,92.4,20.0,1,1,0,0,0,0,0.0,25,8.3,0,100.0,2,2,-4.5,1.4,0,0,0.0,100.0,2,0,0.0,2,8.0,0,0,,,,,61.8,62.9,65.5,,62.7,,,,,0,0,2,,89.6,0.0,0,0,0,0,0,0,0.0,11,5.5,3.19
Connor Bazelak,99135,QB,BOWL GREEN,1,34.13,0,24,122,83.3,18,21,11.4,2.75,1,1,4.5,61.9,13,3,13.3,22,91.7,2,10,,,,,69.9,87.2,76.1,,85.8,,67.2,,,1,0,23,0.0,116.2,0.0,0,1,1,0,2,0,0.0,155,7.4,66.7,6,9,11.0,2.96,1,0,0.0,44.4,4,2,0.0,10,41.7,0,3,,,,,69.1,66.3,75.1,,57.9,,67.2,,,1,0,10,0.0,61.3,0.0,0,1,1,0,0,0,0.0,48,5.3,92.9,14,14,9.9,2.44,0,1,6.7,78.6,11,1,15.4,14,58.3,2,8,,,,,66.4,91.4,71.4,,91.1,,,,,0,0,15,0.0,144.3,0.0,0,0,0,0,2,0,0.0,128,9.1,0,100.0,2,2,-1.0,1.65,0,0,0.0,100.0,2,0,0.0,2,8.3,0,1,,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,110.4,0.0,0,0,0,0,0,0,0.0,21,10.5,3.81
Brock Vandagriff,146713,QB,KENTUCKY,1,-48.33,0,24,202,68.8,16,18,15.0,3.39,0,2,10.5,61.1,11,9,0.0,23,95.8,0,12,,,,,68.2,74.0,75.0,,67.0,,73.8,,,0,1,24,33.3,108.8,13.0,3,2,0,2,2,2,8.3,181,10.1,84.6,13,15,8.4,3.44,0,1,6.3,73.3,11,6,0.0,18,75.0,0,11,,,,,67.7,87.6,74.6,,81.4,,73.8,,,0,0,19,16.7,121.8,5.6,1,2,0,2,1,0,0.0,131,8.7,25.0,4,4,31.3,3.02,0,1,25.0,25.0,1,3,0.0,6,25.0,0,1,,,,,64.2,35.2,68.6,,35.5,,,,,0,1,6,66.7,79.2,33.3,2,0,0,0,1,2,33.3,52,13.0,0,100.0,1,1,-6.0,2.1,0,0,0.0,100.0,1,0,0.0,1,4.2,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,4.27
Kasen Weisman,171910,QB,FAU,1,-7.14,0,24,165,53.3,15,19,15.3,3.49,0,2,10.0,36.8,7,9,12.5,20,83.3,1,7,,,,,67.9,77.5,74.5,,73.4,,69.1,,,0,0,21,0.0,56.7,0.0,0,1,0,4,0,0,0.0,109,5.7,64.3,14,16,10.0,2.91,0,1,5.9,50.0,8,5,11.1,16,66.7,1,4,,,,,67.5,72.9,74.1,,70.6,,63.2,,,0,0,17,0.0,60.4,0.0,0,0,0,2,0,0,0.0,64,4.0,60.0,5,7,15.4,3.98,0,1,14.3,42.9,3,4,0.0,8,33.3,0,4,,,,,64.9,76.8,69.5,,72.0,,64.1,,,0,0,8,0.0,72.9,0.0,0,1,0,2,0,0,0.0,59,8.4,0,100.0,4,4,-3.0,2.13,0,0,0.0,100.0,4,0,0.0,4,16.7,0,1,,,,,63.3,65.0,67.4,,64.8,,,,,0,0,4,,81.3,0.0,0,0,0,0,0,0,0.0,14,3.5,4.43
Brayden Schager,146078,QB,HAWAII,1,-57.89,0,24,180,64.7,17,19,11.8,3.02,0,0,0.0,57.9,11,10,0.0,24,100.0,0,5,,,,,68.8,55.8,74.4,,61.0,,49.8,,,1,3,24,30.0,37.9,12.5,3,2,0,1,0,1,4.2,124,6.5,64.7,17,19,11.8,3.02,0,0,0.0,57.9,11,10,0.0,24,100.0,0,5,,,,,68.8,55.8,74.4,,61.0,,49.8,,,1,3,24,30.0,37.9,12.5,3,2,0,1,0,1,4.2,124,6.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.53
Will Howard,122599,QB,OHIO STATE,1,8.33,0,24,260,68.2,22,24,12.8,2.78,0,3,12.0,62.5,15,7,0.0,24,100.0,0,9,,,,,68.3,84.9,75.9,,85.1,,59.4,,,0,0,25,0.0,124.8,0.0,0,0,0,2,2,0,0.0,247,10.3,58.3,12,12,15.1,2.39,0,2,16.7,58.3,7,3,0.0,12,50.0,0,4,,,,,66.8,88.8,74.9,,90.1,,59.4,,,0,0,12,0.0,129.2,0.0,0,0,0,0,1,0,0.0,146,12.2,80.0,10,12,10.1,3.16,0,1,7.7,66.7,8,4,0.0,12,50.0,0,5,,,,,66.0,69.7,71.2,,69.2,,,,,0,0,13,0.0,120.5,0.0,0,0,0,2,1,0,0.0,101,8.4,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.75
Hudson Card,123109,QB,PURDUE,1,-2.94,0,24,273,71.4,14,19,10.3,3.3,0,0,0.0,52.6,10,11,0.0,22,91.7,0,8,,,,,68.7,69.7,74.9,,69.5,,61.1,,,0,0,22,9.1,76.6,4.5,1,2,1,4,0,0,0.0,140,7.4,75.0,12,17,9.4,3.2,0,0,0.0,52.9,9,9,0.0,19,79.2,0,5,,,,,68.4,64.7,74.6,,65.4,,58.5,,,0,0,19,11.1,71.4,5.3,1,1,1,4,0,0,0.0,103,6.1,66.7,3,4,9.7,3.2,0,0,0.0,50.0,2,3,0.0,5,20.8,0,3,,,,,63.8,74.7,68.1,,71.4,,61.7,,,0,0,5,0.0,93.8,0.0,0,1,0,1,0,0,0.0,48,12.0,0,100.0,1,2,-2.0,2.15,0,0,0.0,50.0,1,1,0.0,2,8.3,0,0,,,,,61.8,58.9,65.5,,58.9,,,,,0,0,2,0.0,66.7,0.0,0,0,0,1,0,0,0.0,11,5.5,5.94
Michael Kern,97799,QB,WAKE,1,-26.67,0,24,339,70.0,20,22,11.5,2.89,1,3,12.5,59.1,13,9,7.1,23,95.8,1,7,,,,,26.6,59.4,75.1,,58.9,,59.5,,,0,2,25,11.1,59.1,4.3,1,0,0,1,1,4,16.0,161,7.3,76.5,17,18,9.6,2.64,1,3,15.8,66.7,12,6,7.7,19,79.2,1,7,,,,,24.7,66.7,74.7,,66.6,,59.5,,,0,1,20,16.7,88.0,5.3,1,0,0,0,1,3,15.0,151,8.4,50.0,4,5,15.8,3.62,0,0,0.0,40.0,2,3,0.0,5,20.8,0,1,,,,,64.2,45.0,68.6,,45.2,,,,,0,1,6,0.0,13.3,0.0,0,0,0,1,0,1,16.7,21,4.2,0,100.0,1,1,-3.0,1.7,0,0,0.0,100.0,1,0,0.0,1,4.2,0,1,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0,-4.19
Santino Marucci,144197,QB,NEW MEX ST,1,-37.5,0,23,242,50.0,10,16,15.5,2.59,5,0,0.0,25.0,4,8,20.0,20,87.0,1,3,,,,,68.6,52.2,10.1,,54.7,,57.4,,,1,0,21,25.0,41.7,10.0,2,2,0,0,0,1,4.8,56,3.5,66.7,9,16,10.8,2.42,5,0,0.0,37.5,6,9,0.0,19,82.6,0,4,,,,,68.5,58.8,9.4,,60.5,,60.5,,,1,0,20,22.2,54.2,10.5,2,1,0,1,0,0,0.0,80,5.0,33.3,3,3,19.3,3.43,0,0,0.0,0.0,0,1,100.0,4,17.4,1,0,,,,,63.3,43.1,67.4,,46.3,,57.3,,,0,0,4,0.0,39.6,0.0,0,1,0,0,0,1,25.0,0,0.0,0,100.0,2,3,0.0,2.67,0,0,0.0,66.7,2,2,0.0,3,13.0,0,1,,,,,62.7,60.3,66.6,,60.2,,,,,0,0,3,0.0,91.0,0.0,0,0,0,1,0,0,0.0,24,8.0,-5.0
Brett Gabbert,97404,QB,MIAMI OH,1,-32.94,0,23,221,68.8,16,19,13.3,2.34,0,1,5.0,42.1,8,7,27.3,20,87.0,3,6,,,,,67.2,72.6,75.3,,69.9,,,,,1,0,21,14.3,111.7,5.0,1,0,0,2,2,0,0.0,180,9.5,78.6,14,17,8.2,2.04,0,0,0.0,52.9,9,5,18.2,18,78.3,2,6,,,,,66.8,75.1,75.0,,72.1,,,,,1,0,18,20.0,130.3,5.6,1,0,0,2,2,0,0.0,183,10.8,40.0,5,5,18.6,2.7,0,1,16.7,20.0,1,2,50.0,5,21.7,1,1,,,,,64.2,57.7,68.6,,57.6,,,,,0,0,6,0.0,39.6,0.0,0,0,0,0,0,0,0.0,15,3.0,0,66.7,3,3,-1.7,1.17,0,0,0.0,66.7,2,0,0.0,3,13.0,0,1,,,,,62.7,55.9,66.6,,55.9,,,,,0,0,3,,82.6,0.0,0,0,0,0,0,0,0.0,18,6.0,-7.76
Drew Allar,164157,QB,PENN STATE,1,-5.95,0,22,266,92.3,13,13,6.5,3.49,0,0,0.0,84.6,11,7,8.3,16,72.7,1,9,,,,,67.4,81.2,76.0,,85.1,,62.7,,,0,0,16,0.0,158.3,0.0,0,3,0,0,3,0,0.0,172,13.2,100.0,12,12,6.7,3.39,0,0,0.0,91.7,11,5,8.3,14,63.6,1,8,,,,,67.1,81.3,76.1,,89.0,,57.8,,,0,0,14,0.0,158.3,0.0,0,2,0,0,2,0,0.0,204,17.0,85.7,7,7,-1.4,2.69,0,0,0.0,85.7,6,2,0.0,8,36.4,0,4,,,,,64.9,67.5,69.5,,60.8,,64.3,,,0,0,8,0.0,131.8,0.0,0,1,0,0,1,0,0.0,43,6.1,0,100.0,6,6,-2.5,2.18,0,0,0.0,100.0,6,0,0.0,6,27.3,0,3,,,,,64.2,66.1,69.4,,66.0,,,,,0,0,6,,118.8,0.0,0,0,0,0,0,0,0.0,75,12.5,-10.86
