player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Carter Bradley,77685,QB,S ALABAMA,1,-22.08,0,30,288,72.2,18,19,13.1,2.54,0,1,5.0,68.4,13,8,0.0,24,80.0,0,4,,,,68.9,56.8,76.3,,58.4,,,53.5,,,0,0,25,25.0,121.4,8.3,2,2,0,1,2,0,0.0,124,6.5,85.7,14,14,9.4,2.34,0,1,6.7,85.7,12,6,0.0,17,56.7,0,5,,,,68.3,66.9,75.9,,68.0,,,56.9,,,0,0,18,16.7,143.5,5.9,1,1,0,0,2,0,0.0,125,8.9,70.0,10,11,8.3,2.48,0,0,0.0,63.6,7,2,0.0,13,43.3,0,0,,,,66.0,47.2,71.0,,49.7,,,57.0,,,0,0,13,50.0,67.6,7.7,1,1,0,1,0,0,0.0,20,1.8,0,100.0,6,6,-3.5,1.83,0,0,0.0,100.0,6,0,0.0,6,20.0,0,1,,,,64.2,66.3,68.6,,66.0,,,,,,0,0,6,,81.3,0.0,0,0,0,0,0,0,0.0,21,3.5,-7.11
Keegan Shoemaker,108983,QB,SM HOUSTON,1,22.78,0,30,281,76.2,21,24,9.8,2.82,0,0,0.0,58.3,14,13,12.5,25,83.3,2,9,,,,72.6,90.2,76.4,,86.0,,,74.3,,,0,0,25,7.7,107.1,4.0,1,0,0,3,1,0,0.0,245,10.2,77.8,18,20,5.7,2.49,0,0,0.0,55.0,11,10,21.4,21,70.0,3,6,,,,72.5,80.6,76.2,,72.5,,,74.3,,,0,0,21,10.0,90.8,4.8,1,0,0,2,1,0,0.0,126,6.3,87.5,8,9,10.5,3.11,0,0,0.0,77.8,7,4,0.0,9,30.0,0,4,,,,65.1,91.2,69.8,,90.9,,,,,,0,0,9,0.0,118.8,0.0,0,0,0,1,0,0,0.0,143,15.9,0,100.0,5,5,-3.6,1.94,0,0,0.0,80.0,4,1,20.0,5,16.7,1,1,,,,63.8,65.7,68.1,,65.4,,,,,,0,0,5,0.0,86.7,0.0,0,0,0,0,0,0,0.0,24,4.8,9.59
Dequan Finn,97804,QB,TOLEDO,1,2.05,0,30,316,84.0,25,25,13.6,3.45,0,3,12.0,84.0,21,9,0.0,27,90.0,0,20,,,,69.1,90.5,75.8,,90.7,,,61.5,,,0,1,27,11.1,141.7,3.7,1,1,0,0,3,1,3.7,342,13.7,84.6,13,13,10.2,3.09,0,1,7.7,84.6,11,4,0.0,14,46.7,0,10,,,,68.0,72.9,74.8,,72.8,,,61.5,,,0,1,14,0.0,126.3,0.0,0,1,0,0,2,1,7.1,211,16.2,86.7,15,15,13.5,3.45,0,2,13.3,86.7,13,5,0.0,16,53.3,0,12,,,,66.5,92.1,71.6,,91.7,,,,,,0,0,16,20.0,141.0,6.3,1,0,0,0,1,0,0.0,198,13.2,0,100.0,3,3,-2.3,1.77,0,0,0.0,100.0,3,0,0.0,3,10.0,0,2,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,67,22.3,-3.03
Behren Morton,144747,QB,TEXAS TECH,1,-19.85,0,30,315,72.2,18,19,12.3,3.1,1,0,0.0,68.4,13,7,0.0,24,80.0,0,8,,,,27.6,55.3,76.7,,46.4,,,71.9,,,0,1,26,42.9,72.3,12.5,3,2,0,0,0,3,11.5,160,8.4,82.4,17,17,9.8,2.6,0,0,0.0,82.4,14,6,0.0,20,66.7,0,8,,,,25.9,64.6,76.3,,58.3,,,69.2,,,0,1,21,33.3,81.6,10.0,2,1,0,0,0,2,9.5,161,9.5,71.4,7,8,5.9,3.15,1,0,0.0,62.5,5,1,0.0,10,33.3,0,1,,,,65.6,45.2,70.4,,39.9,,,63.7,,,0,0,11,100.0,66.7,10.0,1,1,0,0,0,1,9.1,15,1.9,0,100.0,6,6,-2.2,1.5,0,0,0.0,100.0,6,0,0.0,6,20.0,0,1,,,,64.2,66.2,68.6,,65.9,,,,,,0,0,6,,79.2,0.0,0,0,0,0,0,0,0.0,16,2.7,-7.59
Ken Seals,124359,QB,VANDERBILT,1,13.45,0,30,333,52.4,21,25,8.9,3.15,3,1,3.8,40.0,10,13,9.1,27,90.0,1,5,,,,70.1,67.9,76.0,,62.8,,,68.9,,,0,0,28,7.7,63.1,3.7,1,1,0,1,1,0,0.0,86,3.4,47.1,17,19,8.5,3.19,2,0,0.0,42.1,8,8,0.0,20,66.7,0,4,,,,69.7,64.6,75.4,,57.9,,,68.9,,,0,0,20,0.0,50.8,0.0,0,1,0,0,0,0,0.0,62,3.3,85.7,7,9,4.7,2.79,1,1,10.0,55.6,5,6,16.7,10,33.3,1,2,,,,65.6,71.4,70.4,,71.0,,,,,,0,0,11,16.7,104.9,10.0,1,0,0,1,1,0,0.0,42,4.7,0,100.0,3,3,-3.0,2.17,0,0,0.0,100.0,3,1,0.0,3,10.0,0,1,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,0.0,91.7,0.0,0,0,0,0,0,0,0.0,18,6.0,1.41
Grayson Loftis,170054,QB,DUKE,1,27.83,0,30,154,66.7,27,28,11.9,2.71,1,3,9.4,57.1,16,11,11.1,30,100.0,2,12,,,,70.4,85.4,26.5,,90.0,,,57.2,,,0,0,34,9.1,113.5,3.3,1,1,0,0,3,0,0.0,189,6.8,63.6,22,23,10.7,2.72,1,2,7.4,52.2,12,11,14.3,25,83.3,2,8,,,,70.2,73.8,24.4,,77.8,,,57.2,,,0,0,29,9.1,83.4,4.0,1,1,0,0,1,0,0.0,129,5.6,80.0,5,5,17.2,2.64,0,1,20.0,80.0,4,0,0.0,5,16.7,0,4,,,,63.8,94.4,68.1,,94.0,,,,,,0,0,5,,156.3,0.0,0,0,0,0,2,0,0.0,60,12.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.39
Will Howard,122599,QB,KANSAS ST,1,-3.03,0,30,199,73.9,23,25,9.2,2.7,0,2,7.7,64.0,16,5,5.9,26,86.7,1,13,,,,69.1,81.4,76.2,,78.0,,,68.8,,,0,0,27,20.0,130.5,3.8,1,0,0,2,3,1,3.7,213,8.5,76.5,17,18,4.9,2.37,1,0,0.0,66.7,12,3,7.7,19,63.3,1,8,,,,68.5,61.4,75.7,,55.5,,,68.8,,,0,0,20,33.3,103.5,5.3,1,0,0,0,1,1,5.0,118,6.6,77.8,9,11,13.6,2.77,0,2,18.2,63.6,7,2,0.0,11,36.7,0,6,,,,65.6,93.4,70.4,,93.0,,,,,,0,0,11,0.0,139.0,0.0,0,0,0,2,2,0,0.0,117,10.6,0,100.0,3,4,-2.0,1.35,1,0,0.0,75.0,3,0,0.0,4,13.3,0,1,,,,63.3,61.5,67.4,,61.4,,,,,,0,0,4,,87.5,0.0,0,0,0,0,0,0,0.0,22,5.5,4.08
Jalen Mayden,83520,QB,S DIEGO ST,1,31.58,0,29,284,68.8,16,16,10.8,3.12,0,0,0.0,62.5,10,7,9.1,20,69.0,1,7,,,,71.4,65.2,75.9,,59.9,,,67.0,,,0,0,25,42.9,84.6,15.0,3,1,0,0,0,0,0.0,117,7.3,73.7,19,19,6.8,2.61,0,0,0.0,68.4,13,7,7.1,23,79.3,1,7,,,,71.4,64.9,76.0,,59.5,,,67.0,,,0,0,26,42.9,80.2,13.0,3,1,0,0,0,0,0.0,96,5.1,100.0,6,6,3.0,2.87,0,0,0.0,100.0,6,0,0.0,6,20.7,0,1,,,,64.9,68.3,69.5,,68.0,,,,,,0,0,8,,88.9,0.0,0,0,0,0,0,0,0.0,32,5.3,0,100.0,9,9,-2.8,1.64,0,0,0.0,100.0,9,0,0.0,9,31.0,0,1,,,,65.1,67.5,69.8,,67.2,,,,,,0,0,9,,79.2,0.0,0,0,0,0,0,0,0.0,11,1.2,0.28
Nicholas Vattiato,145302,QB,MIDDLE TN,1,19.05,0,29,224,66.7,18,19,9.2,3.37,0,1,5.0,63.2,12,5,0.0,23,79.3,0,8,,,,68.8,51.0,75.0,,53.7,,,53.0,,,0,0,24,0.0,141.2,0.0,0,4,0,1,3,2,8.3,214,11.3,70.6,17,18,6.8,3.06,0,1,5.3,66.7,12,3,0.0,22,75.9,0,8,,,,68.8,50.8,74.9,,53.6,,,53.0,,,0,0,23,0.0,149.3,0.0,0,4,0,1,4,2,8.7,226,12.6,85.7,7,7,5.0,2.6,0,0,0.0,85.7,6,2,0.0,7,24.1,0,2,,,,64.6,64.6,69.1,,64.3,,,,,,0,0,7,0.0,95.8,0.0,0,0,0,0,0,0,0.0,49,7.0,0,100.0,6,6,-2.5,1.35,0,0,0.0,100.0,6,0,0.0,6,20.7,0,2,,,,64.2,66.2,68.6,,65.9,,,,,,0,0,6,,148.6,0.0,0,0,0,0,1,0,0.0,61,10.2,-5.56
Devon Dampier,171556,QB,NEW MEXICO,1,23.75,0,29,241,69.6,23,24,12.0,3.44,0,1,3.7,62.5,15,10,6.3,27,93.1,1,9,,,,37.9,68.2,76.5,,64.6,,,66.1,,,1,0,30,30.0,88.0,11.1,3,0,0,0,0,1,3.3,195,8.1,62.5,16,16,9.7,3.15,0,0,0.0,56.3,9,6,10.0,19,65.5,1,4,,,,30.6,55.8,75.8,,46.3,,,66.1,,,0,0,19,50.0,63.0,15.8,3,0,0,0,0,1,5.3,54,3.4,88.9,9,10,12.8,3.49,0,1,7.7,80.0,8,4,0.0,10,34.5,0,6,,,,66.0,85.5,71.0,,84.7,,,,,,1,0,13,0.0,118.8,0.0,0,0,0,0,0,0,0.0,146,14.6,0,100.0,2,2,-3.5,0.85,0,0,0.0,100.0,2,0,0.0,2,6.9,0,1,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,5,2.5,11.22
Trexler Ivey,122184,QB,CHARLOTTE,1,18.83,0,28,136,61.9,21,21,6.9,2.52,0,1,4.2,57.1,12,7,7.7,24,85.7,1,5,,,,69.1,28.9,76.2,,28.2,,,59.0,,,0,3,27,42.9,40.1,12.5,3,0,0,0,0,4,14.8,151,7.2,45.5,11,11,5.9,2.78,0,0,0.0,45.5,5,5,0.0,13,46.4,0,3,,,,68.2,23.0,75.4,,21.8,,,59.0,,,0,4,16,40.0,26.1,15.4,2,0,0,0,0,5,31.3,68,6.2,78.6,14,14,5.1,2.11,0,1,7.1,64.3,9,2,18.2,15,53.6,2,4,,,,66.4,59.1,71.4,,58.9,,,,,,0,0,15,50.0,85.4,6.7,1,0,0,0,0,0,0.0,100,7.1,0,75.0,4,4,-2.3,1.85,0,0,0.0,50.0,2,0,33.3,4,14.3,1,2,,,,63.3,26.5,67.4,,26.7,,,,,,0,1,4,,21.9,0.0,0,0,0,0,0,1,25.0,17,4.3,0.96
Emory Williams,170099,QB,MIAMI FL,1,-38.1,0,28,220,43.8,16,19,11.6,2.72,2,1,5.0,31.6,6,10,14.3,23,82.1,1,5,,,,67.6,64.2,75.9,,59.0,,,68.5,,,1,0,24,20.0,97.0,8.7,2,2,0,0,2,0,0.0,153,8.1,55.6,18,21,6.1,2.43,2,1,4.5,38.1,8,9,20.0,24,85.7,2,5,,,,67.7,66.7,76.0,,63.7,,,63.1,,,1,0,25,22.2,100.3,8.3,2,1,0,0,2,0,0.0,175,8.3,0.0,2,2,31.0,3.75,0,0,0.0,0.0,0,3,,4,14.3,0,1,,,,63.3,52.7,67.4,,48.9,,,61.0,,,0,0,4,0.0,39.6,0.0,0,2,0,0,0,0,0.0,0,0.0,0,75.0,4,4,-3.5,2.16,0,0,0.0,50.0,2,2,33.3,5,17.9,1,1,,,,63.8,59.3,68.1,,64.7,,,57.3,,,0,0,5,0.0,66.7,0.0,0,1,0,0,0,0,0.0,22,5.5,-8.33
Austin Smith,145763,QB,E MICHIGAN,1,0.0,0,28,160,40.0,20,21,8.7,3.11,0,0,0.0,33.3,7,10,12.5,25,89.3,1,5,,,,70.1,52.7,76.4,,46.1,54.6,,67.5,,,0,1,27,20.0,22.5,8.0,2,2,0,1,0,2,7.4,57,2.7,46.7,15,16,6.9,2.89,0,0,0.0,37.5,6,8,14.3,18,64.3,1,3,,,,69.7,57.2,75.6,,48.8,,,67.5,,,0,1,20,0.0,19.8,0.0,0,2,0,1,0,1,5.0,47,2.9,50.0,8,8,7.9,3.15,0,0,0.0,37.5,3,3,25.0,10,35.7,1,3,,,,65.4,51.0,71.1,,52.2,54.6,,,,,0,0,10,66.7,53.6,20.0,2,0,0,0,0,1,10.0,39,4.9,0,100.0,3,3,-2.0,1.9,0,0,0.0,66.7,2,1,33.3,3,10.7,1,1,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,0.0,97.9,0.0,0,0,0,0,0,0,0.0,29,9.7,1.94
Garrett Greene,123420,QB,W VIRGINIA,1,-5.56,0,28,343,40.0,20,23,21.3,2.97,0,3,11.1,30.4,7,11,12.5,24,85.7,1,7,,,,72.2,62.2,76.4,,59.6,,,62.9,,,1,1,28,0.0,63.9,0.0,0,1,0,2,2,1,3.6,141,6.1,50.0,16,18,15.5,2.96,0,1,5.0,38.9,7,9,12.5,19,67.9,1,6,,,,72.1,59.9,75.9,,56.1,,,62.9,,,1,1,21,0.0,65.3,0.0,0,1,0,1,2,1,4.8,73,4.1,37.5,8,9,22.0,2.44,0,2,18.2,33.3,3,2,0.0,9,32.1,0,2,,,,65.6,64.1,70.4,,63.8,,,,,,0,0,11,0.0,67.4,0.0,0,0,0,1,0,0,0.0,81,9.0,0,75.0,4,4,-0.3,1.75,0,0,0.0,75.0,3,0,0.0,4,14.3,0,1,,,,63.3,57.1,67.4,,57.0,,,,,,0,0,4,,78.1,0.0,0,0,0,0,0,0,0.0,13,3.3,4.94
Drew Allar,164157,QB,PENN STATE,1,-4.44,0,28,266,52.9,17,19,11.2,3.06,0,0,0.0,31.6,6,14,33.3,24,85.7,3,7,,,66.7,30.0,52.5,76.3,,47.5,89.3,,56.8,,,0,0,29,0.0,59.8,0.0,0,5,0,2,1,0,0.0,63,3.3,55.6,18,18,9.4,2.81,0,0,0.0,44.4,8,13,20.0,23,82.1,2,7,,,,29.1,56.5,76.1,,57.1,,,56.8,,,0,0,27,0.0,70.1,0.0,0,5,0,0,1,0,0.0,53,2.9,100.0,3,5,5.3,3.1,0,0,0.0,40.0,2,2,33.3,5,17.9,1,1,,,66.7,64.9,50.0,69.1,,36.7,89.3,,,,,0,0,6,0.0,49.6,0.0,0,0,0,2,0,0,0.0,17,3.4,0,100.0,4,4,-1.5,1.65,0,0,0.0,100.0,4,1,0.0,4,14.3,0,1,,,,63.3,64.9,67.4,,64.6,,,,,,0,0,4,0.0,79.2,0.0,0,0,0,0,0,0,0.0,7,1.8,0.46
Ethan Vasko,163817,QB,COAST CAR,1,-0.66,0,28,141,57.9,19,20,11.6,2.25,0,0,0.0,55.0,11,4,0.0,21,75.0,0,7,,,,70.9,62.8,76.7,,64.9,,,55.1,,,1,0,23,25.0,104.0,4.8,1,0,0,0,2,1,4.3,109,5.5,63.2,19,19,5.3,1.95,0,0,0.0,63.2,12,1,0.0,19,67.9,0,3,,,,70.8,51.4,76.5,,51.3,,,55.1,,,0,0,21,0.0,68.8,0.0,0,0,0,0,0,1,4.8,64,3.4,71.4,7,8,13.0,2.14,0,0,0.0,62.5,5,3,0.0,9,32.1,0,5,,,,65.1,88.5,69.8,,87.7,,,,,,1,0,9,33.3,135.9,11.1,1,0,0,0,2,0,0.0,81,10.1,0,85.7,7,7,-4.0,1.31,0,0,0.0,85.7,6,0,0.0,7,25.0,0,1,,,,64.6,66.8,69.1,,66.5,,,,,,0,0,7,,88.1,0.0,0,0,0,0,0,0,0.0,36,5.1,6.76
Logan Fife,128176,QB,FRESNO ST,1,-42.5,0,28,169,52.9,17,19,13.4,3.2,0,0,0.0,47.4,9,11,0.0,26,92.9,0,6,,,,69.7,68.3,74.8,,69.2,,,58.9,,,1,1,28,45.5,63.7,19.2,5,2,0,1,1,1,3.6,121,6.4,66.7,15,16,7.9,3.05,0,0,0.0,62.5,10,8,0.0,23,82.1,0,5,,,,69.4,70.1,74.4,,71.6,,,58.9,,,0,0,24,62.5,100.8,21.7,5,2,0,1,1,0,0.0,99,6.2,25.0,4,5,25.5,3.44,0,0,0.0,20.0,1,3,0.0,5,17.9,0,1,,,,64.2,60.3,68.6,,60.1,,,,,,1,1,6,0.0,0.8,0.0,0,0,0,0,0,1,16.7,16,3.2,0,100.0,2,2,-3.5,2.05,0,0,0.0,100.0,2,0,0.0,2,7.1,0,0,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,-6,-3.0,-2.99
Katin Houser,158386,QB,MICH STATE,1,-8.89,0,28,223,52.4,21,22,8.7,3.0,0,0,0.0,45.5,10,10,9.1,26,92.9,1,4,,,,69.6,37.1,75.6,,39.5,,,49.0,,,0,0,27,20.0,54.5,7.7,2,2,0,1,0,1,3.7,77,3.5,53.3,15,15,5.1,2.72,0,0,0.0,53.3,8,7,0.0,19,67.9,0,2,,,,69.1,35.4,74.9,,37.7,,,49.0,,,0,0,19,28.6,64.9,10.5,2,2,0,0,0,1,5.3,66,4.4,62.5,8,9,12.8,3.27,0,0,0.0,44.4,4,3,20.0,9,32.1,1,3,,,,65.6,54.5,70.4,,54.4,,,,,,0,0,11,0.0,51.6,0.0,0,0,0,1,0,0,0.0,26,2.9,0,100.0,2,2,-2.0,1.6,0,0,0.0,100.0,2,0,0.0,2,7.1,0,1,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,97.9,0.0,0,0,0,0,0,0,0.0,15,7.5,-1.51
Carson Beck,124010,QB,GEORGIA,1,-0.79,0,28,173,77.3,22,22,12.7,2.62,0,1,4.2,68.2,15,3,11.8,25,89.3,2,13,,,,68.5,91.0,75.8,,91.3,,,63.5,,,0,1,27,0.0,122.3,0.0,0,3,0,0,2,1,3.7,287,13.0,77.8,18,18,9.1,2.38,0,0,0.0,72.2,13,3,7.1,20,71.4,1,10,,,,67.9,90.3,75.2,,90.0,,,67.1,,,0,1,21,0.0,104.4,0.0,0,2,0,0,1,0,0.0,202,11.2,85.7,7,7,15.6,2.81,0,1,12.5,71.4,5,0,16.7,8,28.6,1,3,,,,65.1,79.3,70.4,,83.8,,,57.3,,,0,0,9,,153.3,0.0,0,1,0,0,1,1,11.1,104,14.9,0,100.0,3,3,-2.0,1.53,0,0,0.0,100.0,3,0,0.0,3,10.7,0,0,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,93.1,0.0,0,0,0,0,0,0,0.0,19,6.3,3.64
Diego Pavia,156927,QB,NEW MEX ST,1,-12.5,0,27,242,66.7,21,22,14.6,2.79,0,2,8.7,54.5,12,4,14.3,25,92.6,2,13,,,,71.4,81.5,76.3,,79.0,,,68.5,,,0,0,26,0.0,102.7,0.0,0,3,0,1,2,1,3.8,131,6.0,68.8,16,16,11.8,2.44,0,1,5.9,62.5,10,3,9.1,16,59.3,1,8,,,,71.2,70.1,75.6,,67.0,,,65.3,,,0,0,17,0.0,99.5,0.0,0,0,0,0,1,1,5.9,94,5.9,71.4,7,8,16.6,2.99,0,1,12.5,50.0,4,1,20.0,11,40.7,1,5,,,,65.6,90.0,70.4,,88.6,,,66.9,,,0,0,11,0.0,107.8,0.0,0,3,0,1,1,0,0.0,47,5.9,0,100.0,2,2,-1.5,1.1,0,0,0.0,100.0,2,0,0.0,2,7.4,0,0,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,87.5,0.0,0,0,0,0,0,0,0.0,10,5.0,0.0
Hudson Card,123109,QB,PURDUE,1,-2.08,0,27,273,79.2,24,25,11.7,3.3,0,2,8.0,68.0,17,13,10.5,27,100.0,2,11,,,,71.0,91.2,76.9,,90.0,,,74.2,,,0,0,27,7.7,140.2,3.7,1,1,0,1,3,0,0.0,251,10.0,80.0,15,16,7.6,2.94,0,1,6.3,68.8,11,6,8.3,17,63.0,1,7,,,,70.7,91.2,76.3,,90.0,,,74.2,,,0,0,17,0.0,130.5,0.0,0,1,0,1,2,0,0.0,121,7.6,77.8,9,9,18.4,3.92,0,1,11.1,66.7,6,7,14.3,10,37.0,1,4,,,,65.4,77.5,70.1,,76.9,,,,,,0,0,10,14.3,146.8,10.0,1,0,0,0,1,0,0.0,130,14.4,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.88
Jayden Maiava,158135,QB,UNLV,1,-4.76,0,27,325,75.0,20,20,13.0,3.45,0,1,4.8,65.0,13,8,13.3,24,88.9,2,12,,,,33.1,83.9,76.9,,90.6,,,57.5,,,0,0,25,0.0,115.2,0.0,0,4,0,0,1,1,4.0,203,10.2,78.6,14,14,8.5,3.21,0,1,7.1,71.4,10,5,9.1,15,55.6,1,7,,,,28.2,73.5,76.3,,83.2,,,54.2,,,0,0,15,0.0,96.4,0.0,0,1,0,0,0,1,6.7,117,8.4,77.8,9,9,14.8,3.23,0,0,0.0,66.7,6,3,14.3,12,44.4,1,6,,,,66.0,87.9,71.0,,87.9,,,64.4,,,0,0,13,0.0,143.8,0.0,0,3,0,0,1,0,0.0,106,11.8,0,100.0,3,3,-2.7,1.37,0,0,0.0,100.0,3,0,0.0,3,11.1,0,1,,,,62.7,64.0,66.6,,63.8,,,,,,0,0,3,,94.4,0.0,0,0,0,0,0,0,0.0,20,6.7,3.42
Frank Harris,60586,QB,UTSA,1,25.0,0,27,331,60.0,20,21,13.6,2.95,0,1,4.3,57.1,12,12,0.0,24,88.9,0,9,,,,69.5,75.4,17.9,,78.7,,,59.8,,,0,0,26,8.3,95.1,4.2,1,2,0,1,1,0,0.0,149,7.1,54.5,11,12,12.7,2.96,0,0,0.0,50.0,6,7,0.0,14,51.9,0,4,,,,68.8,66.2,10.9,,67.1,,,62.9,,,0,0,15,14.3,92.7,7.1,1,1,0,1,1,0,0.0,61,5.1,75.0,12,12,10.6,2.56,0,1,7.7,75.0,9,5,0.0,13,48.1,0,7,,,,66.2,80.9,71.2,,83.7,,,57.0,,,0,0,14,0.0,104.2,0.0,0,1,0,0,0,0,0.0,114,9.5,0,100.0,3,3,-1.3,1.37,0,0,0.0,100.0,3,0,0.0,3,11.1,0,2,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,,102.8,0.0,0,0,0,0,0,0,0.0,26,8.7,4.42
Kiael Kelly,145634,QB,BALL ST,1,-33.33,0,27,117,55.6,18,20,8.6,3.17,0,0,0.0,50.0,10,7,0.0,22,81.5,0,7,,,,73.6,62.7,76.7,,58.7,,,62.9,,,1,0,22,0.0,78.5,0.0,0,2,0,1,1,2,9.1,87,4.4,73.3,15,15,2.0,2.85,0,0,0.0,73.3,11,3,0.0,17,63.0,0,6,,,,73.7,72.2,76.3,,74.0,,,62.9,,,0,0,17,0.0,104.0,0.0,0,2,0,0,1,0,0.0,67,4.5,50.0,8,10,14.1,3.05,0,0,0.0,40.0,4,4,0.0,10,37.0,0,3,,,,65.4,44.3,70.1,,44.4,,,,,,1,0,10,0.0,55.4,0.0,0,0,0,1,0,2,20.0,48,4.8,0,100.0,5,5,-2.4,1.86,0,0,0.0,100.0,5,0,0.0,5,18.5,0,2,,,,63.8,65.6,68.1,,65.3,,,,,,0,0,5,,90.0,0.0,0,0,0,0,0,0,0.0,28,5.6,0.33
